"site","year","n_year","flow_metric","current_value","reference_value","deltaH","water_year_type","site.year"
"312PS0099",1992,NA,"DS_Dur_WS",238,238,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"DS_Mag_50",1.8462291665,1.8464583335,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"DS_Mag_90",2.5552749999,2.555625,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"DS_Tim",215,215,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"Peak_Dur_2",2,2,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"Peak_Fre_2",1,1,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"Peak_Tim_2",99,99,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"SP_Dur",111,111,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"SP_Mag",17.24583333,17.24791667,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"SP_ROC",0.00343676730446412,0.00343243823067817,0,"Wet","312PS0099_1992"
"312PS0099",1992,NA,"SP_Tim",104,104,0,"Wet","312PS0099_1992"
"312PS0099",2000,NA,"DS_Tim",186,186,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Peak_Dur_2",27,27,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Peak_Fre_2",1,1,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Peak_Tim_2",144,144,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"SP_Dur",22,22,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"SP_Mag",128.6666667,128.679,-0.01,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"SP_ROC",0.075793976525813,0.0757857541379951,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"SP_Tim",164,164,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Wet_BFL_Dur",33,33,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Wet_BFL_Mag_10",2.8619250002,2.8285834,0.03,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Wet_BFL_Mag_50",34.00254167,34.00654,0,"Moderate","312PS0099_2000"
"312PS0099",2000,NA,"Wet_Tim",131,131,0,"Moderate","312PS0099_2000"
"312PS0099",2010,NA,"DS_Dur_WS",251,251,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"DS_Mag_50",2.3745,2.374833,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"DS_Mag_90",3.34575,3.346167,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"DS_Tim",182,182,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Peak_Dur_2",21,21,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Peak_Fre_2",2,2,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Peak_Tim_2",138.5,138.5,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"SP_Dur",27,27,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"SP_Mag",117.831875,117.8457,-0.01,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"SP_ROC",0.0727960120069597,0.0727839174559149,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"SP_Tim",155,155,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Wet_BFL_Dur",40,40,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Wet_BFL_Mag_10",0.3667458336,0.36679164,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Wet_BFL_Mag_50",6.906583333,6.9074375,0,"Moderate","312PS0099_2010"
"312PS0099",2010,NA,"Wet_Tim",115,115,0,"Moderate","312PS0099_2010"
"312PS0099",2011,NA,"DS_Tim",201,201,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Dur_2",53,53,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Dur_5",1,1,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Fre_2",3,3,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Fre_5",1,1,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Tim_2",148,148,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Peak_Tim_5",171,171,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"SP_Dur",22,22,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"SP_Mag",247.478875,247.4329,0.05,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"SP_ROC",0.0797118915669623,0.0797116912061076,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"SP_Tim",179,179,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Wet_BFL_Dur",112,112,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Wet_BFL_Mag_10",1.5877916667,1.5369872,0.05,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Wet_BFL_Mag_50",8.2835,8.2844375,0,"Wet","312PS0099_2011"
"312PS0099",2011,NA,"Wet_Tim",67,67,0,"Wet","312PS0099_2011"
"312PS0099",NA,23,"Peak_10",534.40000834,534.20132498,0.2,NA,"312PS0099_NA"
"312PS0099",NA,23,"Peak_2",15.96520833,15.96708333,0,NA,"312PS0099_NA"
"312PS0099",NA,23,"Peak_5",342.75430832,342.66304,0.09,NA,"312PS0099_NA"
"312WE1028",2005,NA,"DS_Tim",291,291,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Dur_10",1,1,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Dur_2",266,266,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Dur_5",10,10,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Fre_10",1,1,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Fre_2",1,1,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Fre_5",2,2,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Tim_10",101,101,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Tim_2",99,99,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Peak_Tim_5",121.5,121.5,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"SP_Dur",140,140,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"SP_Mag",133.959625,133.9797,-0.02,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"SP_ROC",0.00343902223509656,0.00344477388525856,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"SP_Tim",151,151,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Wet_BFL_Dur",70,70,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Wet_BFL_Mag_10",0.003,0.003,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Wet_BFL_Mag_50",7.615354167,7.6164375,0,"Wet","312WE1028_2005"
"312WE1028",2005,NA,"Wet_Tim",81,81,0,"Wet","312WE1028_2005"
"312WE1028",NA,23,"Peak_10",344.24160836,344.14256666,0.1,NA,"312WE1028_NA"
"312WE1028",NA,23,"Peak_2",2.394125,2.3945,0,NA,"312WE1028_NA"
"312WE1028",NA,23,"Peak_5",139.16580002,139.0854583,0.08,NA,"312WE1028_NA"
"312WE1035",1993,NA,"DS_Tim",264,264,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Dur_10",8,8,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Dur_2",256,256,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Dur_5",11,11,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Fre_10",1,1,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Fre_2",2,2,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Fre_5",1,1,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Tim_10",234,234,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Tim_2",118,118,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Peak_Tim_5",234,234,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"SP_Dur",23,23,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"SP_Mag",322.212625,322.2062083,0.01,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"SP_ROC",0.104106538616865,0.104112254783487,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"SP_Tim",241,241,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Wet_BFL_Dur",28,28,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Wet_BFL_Mag_10",3.7224875001,3.7233208331,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Wet_BFL_Mag_50",3.8741041665,3.875,0,"Wet","312WE1035_1993"
"312WE1035",1993,NA,"Wet_Tim",213,213,0,"Wet","312WE1035_1993"
"312WE1035",2001,NA,"DS_Tim",191,191,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Peak_Dur_2",10,10,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Peak_Fre_2",1,1,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Peak_Tim_2",156,156,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"SP_Dur",27,27,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"SP_Mag",7.892791667,7.894542,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"SP_ROC",0.0515706657689946,0.0516350640695323,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"SP_Tim",164,164,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Wet_BFL_Dur",28,33,-5,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Wet_BFL_Mag_10",0.1487999999,0.14808334,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Wet_BFL_Mag_50",0.158875,0.154875,0,"Wet","312WE1035_2001"
"312WE1035",2001,NA,"Wet_Tim",136,131,5,"Wet","312WE1035_2001"
"312WE1035",NA,23,"Peak_10",125.47173336,125.46905002,0,NA,"312WE1035_NA"
"312WE1035",NA,23,"Peak_2",2.288833333,2.2895,0,NA,"312WE1035_NA"
"312WE1035",NA,23,"Peak_5",57.613308334,57.583166666,0.03,NA,"312WE1035_NA"
"314SYL",1995,NA,"DS_Tim",189,189,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Dur_10",4,4,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Dur_2",185,210,-25,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Dur_5",34,210,-176,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Fre_10",1,1,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Fre_2",2,1,1,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Fre_5",1,1,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Tim_10",160,160,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Tim_2",128.5,155,-26.5,"Wet","314SYL_1995"
"314SYL",1995,NA,"Peak_Tim_5",155,155,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"SP_Dur",11,11,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"SP_Mag",1943.225083,1919.02225,24.2,"Wet","314SYL_1995"
"314SYL",1995,NA,"SP_ROC",0.0668432546142778,0.066843077090654,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"SP_Tim",178,178,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Wet_BFL_Dur",39,39,0,"Wet","314SYL_1995"
"314SYL",1995,NA,"Wet_BFL_Mag_10",0.576908333,0.5595083336,0.02,"Wet","314SYL_1995"
"314SYL",1995,NA,"Wet_BFL_Mag_50",304.39225,305.3062083,-0.91,"Wet","314SYL_1995"
"314SYL",1995,NA,"Wet_Tim",139,139,0,"Wet","314SYL_1995"
"314SYL",NA,23,"Peak_10",2791.527483,2747.6528916,43.87,NA,"314SYL_NA"
"314SYL",NA,23,"Peak_2",72.31841667,1.609625,70.71,NA,"314SYL_NA"
"314SYL",NA,23,"Peak_5",151.01260002,59.872658332,91.14,NA,"314SYL_NA"
"314WE0542",1992,NA,"DS_Dur_WS",97,101,-4,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"DS_Mag_50",0.31,0.3,0.01,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"DS_Mag_90",0.41,0.4,0.01,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"DS_Tim",318,314,4,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Dur_2",90,90,0,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Dur_5",5,90,-85,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Fre_2",1,1,0,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Fre_5",3,1,2,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Tim_2",123,123,0,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Peak_Tim_5",156,123,33,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"SP_Dur",157,141,16,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"SP_Mag",5.182208333,5,0.18,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"SP_ROC",0.372549019607843,0.4925,-0.12,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"SP_Tim",161,173,-12,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Wet_BFL_Dur",122,126,-4,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Wet_BFL_Mag_10",0.41,0.4,0.01,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Wet_BFL_Mag_50",4.5,3,1.5,"Wet","314WE0542_1992"
"314WE0542",1992,NA,"Wet_Tim",39,47,-8,"Wet","314WE0542_1992"
"314WE0542",1995,NA,"DS_Dur_WS",151,161,-10,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"DS_Mag_50",0.481916667,0.472666667,0.01,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"DS_Mag_90",2.237666667,2.049125,0.19,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"DS_Tim",254,252,2,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"FA_Dur",22,22,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"FA_Mag",1.83788179315748,1.60377796802217,0.23,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"FA_Tim",63,63,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Dur_10",54,116,-62,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Dur_2",120,116,4,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Dur_5",79,116,-37,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Fre_10",3,1,2,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Fre_2",1,1,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Fre_5",5,1,4,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Tim_10",160,123,37,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Tim_2",123,123,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Peak_Tim_5",155,123,32,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"SP_Dur",77,75,2,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"SP_Mag",183.0438333,182.5250417,0.52,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"SP_ROC",0.00571695492359288,0.00576850332922859,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"SP_Tim",177,177,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Wet_BFL_Dur",102,94,8,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Wet_BFL_Mag_10",1.7,3,-1.3,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Wet_BFL_Mag_50",5,5,0,"Wet","314WE0542_1995"
"314WE0542",1995,NA,"Wet_Tim",75,83,-8,"Wet","314WE0542_1995"
"314WE0542",1997,NA,"DS_Dur_WS",116,124,-8,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"DS_Mag_50",0.31,0.31,0,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"DS_Mag_90",0.51,0.47,0.04,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"DS_Tim",289,291,-2,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Peak_Dur_2",89,89,0,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Peak_Fre_2",1,1,0,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Peak_Tim_2",123,123,0,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"SP_Dur",145,118,27,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"SP_Mag",5,5,0,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"SP_ROC",0.595238095238095,0.625,-0.03,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"SP_Tim",144,173,-29,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Wet_BFL_Dur",95,124,-29,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Wet_BFL_Mag_10",0.41,1.5,-1.09,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Wet_BFL_Mag_50",4.5,3,1.5,"Moderate","314WE0542_1997"
"314WE0542",1997,NA,"Wet_Tim",49,49,0,"Moderate","314WE0542_1997"
"314WE0542",1999,NA,"DS_Dur_WS",116,122,-6,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"DS_Mag_50",0.31,0.3,0.01,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"DS_Mag_90",0.51,0.490000000000001,0.02,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"DS_Tim",289,291,-2,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Peak_Dur_2",89,89,0,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Peak_Fre_2",1,1,0,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Peak_Tim_2",123,123,0,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"SP_Dur",145,118,27,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"SP_Mag",5,5,0,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"SP_ROC",0.595238095238095,0.625,-0.03,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"SP_Tim",144,173,-29,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Wet_BFL_Dur",95,124,-29,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Wet_BFL_Mag_10",0.41,1.5,-1.09,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Wet_BFL_Mag_50",4.5,3,1.5,"Moderate","314WE0542_1999"
"314WE0542",1999,NA,"Wet_Tim",49,49,0,"Moderate","314WE0542_1999"
"314WE0542",2003,NA,"DS_Dur_WS",116,122,-6,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"DS_Mag_50",0.31,0.3,0.01,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"DS_Mag_90",0.51,0.490000000000001,0.02,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"DS_Tim",289,291,-2,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Peak_Dur_2",89,89,0,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Peak_Fre_2",1,1,0,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Peak_Tim_2",123,123,0,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"SP_Dur",145,118,27,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"SP_Mag",5,5,0,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"SP_ROC",0.595238095238095,0.625,-0.03,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"SP_Tim",144,173,-29,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Wet_BFL_Dur",95,124,-29,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Wet_BFL_Mag_10",0.41,1.5,-1.09,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Wet_BFL_Mag_50",4.5,3,1.5,"Moderate","314WE0542_2003"
"314WE0542",2003,NA,"Wet_Tim",49,49,0,"Moderate","314WE0542_2003"
"314WE0542",2007,NA,"DS_Dur_WS",116,122,-6,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"DS_Mag_50",0.31,0.3,0.01,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"DS_Mag_90",0.51,0.490000000000001,0.02,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"DS_Tim",289,291,-2,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Peak_Dur_2",89,89,0,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Peak_Fre_2",1,1,0,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Peak_Tim_2",123,123,0,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"SP_Dur",145,118,27,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"SP_Mag",5,5,0,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"SP_ROC",0.595238095238095,0.625,-0.03,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"SP_Tim",144,173,-29,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Wet_BFL_Dur",95,124,-29,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Wet_BFL_Mag_10",0.41,1.5,-1.09,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Wet_BFL_Mag_50",4.5,3,1.5,"Dry","314WE0542_2007"
"314WE0542",2007,NA,"Wet_Tim",49,49,0,"Dry","314WE0542_2007"
"314WE0542",NA,23,"Peak_10",5.5613416666,5,0.56,NA,"314WE0542_NA"
"314WE0542",NA,23,"Peak_2",5,5,0,NA,"314WE0542_NA"
"314WE0542",NA,23,"Peak_5",5.0042,5,0,NA,"314WE0542_NA"
"314WE0677",1991,NA,"DS_Tim",199,199,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Dur_10",1,1,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Dur_2",21,21,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Dur_5",3,3,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Fre_10",1,1,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Fre_2",1,1,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Fre_5",1,1,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Tim_10",169,169,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Tim_2",168,168,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Peak_Tim_5",169,169,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"SP_Dur",24,24,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"SP_Mag",75.84620833,75.87629167,-0.03,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"SP_ROC",0.114999387145292,0.115002951373999,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"SP_Tim",175,175,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Wet_BFL_Dur",26,26,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Wet_BFL_Mag_10",0,0,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Wet_BFL_Mag_50",0.0004375,0,0,"Moderate","314WE0677_1991"
"314WE0677",1991,NA,"Wet_Tim",149,149,0,"Moderate","314WE0677_1991"
"314WE0677",1998,NA,"DS_Tim",317,317,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Dur_10",6,6,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Dur_2",241,241,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Dur_5",8,8,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Fre_10",1,1,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Fre_2",1,1,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Fre_5",1,1,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Tim_10",125,125,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Tim_2",124,124,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Peak_Tim_5",125,125,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"SP_Dur",89,89,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"SP_Mag",10.60016667,10.580375,0.02,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"SP_ROC",0.00344195678446764,0.00343751908518896,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"SP_Tim",228,228,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Wet_BFL_Dur",122,122,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Wet_BFL_Mag_10",0.7729416667,0.7653083336,0.01,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Wet_BFL_Mag_50",5.4268125,5.4289583335,0,"Wet","314WE0677_1998"
"314WE0677",1998,NA,"Wet_Tim",106,106,0,"Wet","314WE0677_1998"
"314WE0677",2000,NA,"DS_Tim",192,192,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Peak_Dur_2",27,27,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Peak_Fre_2",1,1,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Peak_Tim_2",144,144,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"SP_Dur",28,28,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"SP_Mag",23.44104167,23.44921,-0.01,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"SP_ROC",0.0448551552185952,0.0448870553436599,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"SP_Tim",164,164,0,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Wet_BFL_Dur",41,37,4,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Wet_BFL_Mag_10",0.524625,0.5135083,0.01,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Wet_BFL_Mag_50",0.670541667,5.034625,-4.36,"Moderate","314WE0677_2000"
"314WE0677",2000,NA,"Wet_Tim",123,127,-4,"Moderate","314WE0677_2000"
"314WE0677",NA,23,"Peak_10",100.336341666,100.276549974,0.06,NA,"314WE0677_NA"
"314WE0677",NA,23,"Peak_2",2.893458333,2.894583333,0,NA,"314WE0677_NA"
"314WE0677",NA,23,"Peak_5",64.984316668,64.960436,0.02,NA,"314WE0677_NA"
"314WE0779",1993,NA,"DS_Tim",261,261,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Dur_10",6,6,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Dur_2",207,207,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Dur_5",8,8,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Fre_10",1,1,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Fre_2",4,4,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Fre_5",1,1,0,"Wet","314WE0779_1993"
"314WE0779",1993,NA,"Peak_Tim_10",234,234,0,"Wet","314WE0779_1993"
