Site,Precip_Condition,WaterYear
403WE0809,Average,1991
403WE0809,Wet,2006
403WE0809,Wet,1993
403WE0809,Dry,2013
403WE0809,Dry,2002
403WE0905,Average,1997
403WE0905,Average,1994
403WE0905,Wet,2001
403WE0905,Wet,1995
403WE0905,Dry,2009
403WE0905,Dry,1999
903ACPCT1,Wet,2008
903ACPCT1,Wet,2006
903WE0798,Average,1994
903WE0798,Average,2001
903WE0798,Wet,1993
903WE0798,Wet,1995
903WE0798,Dry,2004
903WE0798,Dry,1996
903WE0900,Average,1997
903WE0900,Average,2001
903WE0900,Wet,2006
903WE0900,Wet,1992
903WE0900,Dry,1996
903WE0900,Dry,1999
SGUR010,Dry,1992
SGUR010,Dry,1994
SGUR010,Wet,1996
SGUR010,Wet,1993
SGUR010,Average,2004
SGUR010,Average,2000
SMC00827,Average,1997
SMC00827,Average,1996
SMC00827,Wet,1992
SMC00827,Wet,1998
SMC00827,Dry,2012
SMC00827,Dry,2004
SMC00911,Average,2003
SMC00911,Average,2000
SMC00911,Wet,1993
SMC00911,Wet,1992
SMC00911,Dry,1994
SMC00911,Dry,1999
SMC01413,Average,2001
SMC01413,Average,1997
SMC01413,Wet,1992
SMC01413,Wet,1993
SMC01413,Dry,1996
SMC01413,Dry,2009
SMC03984,Wet,1998
SMC03984,Wet,1995
SMC03984,Average,1996
SMC03984,Average,2003
SMC03984,Dry,2004
SMC03984,Dry,1999
SMC04000,Wet,1998
SMC04000,Wet,1995
SMC04000,Dry,1997
SMC04000,Dry,2004
SMC04000,Average,2003
SMC04000,Average,2000
SMC06863,Average,1997
SMC06863,Average,1991
SMC06863,Wet,2005
SMC06863,Wet,1995
SMC06863,Dry,1999
SMC06863,Dry,2004
SMC08655,Average,1991
SMC08655,Average,2010
SMC08655,Wet,2011
SMC08655,Wet,2008
SMC08655,Dry,2007
SMC08655,Dry,2012
SMC11727,Average,2001
SMC11727,Average,1996
SMC11727,Wet,1993
SMC11727,Wet,1992
SMC11727,Dry,2002
SMC11727,Dry,1994
SMC19945,Average,2010
SMC19945,Average,1996
SMC19945,Wet,1998
SMC19945,Wet,1993
SMC19945,Dry,2002
SMC19945,Dry,2012
SMCR8_587,Wet,1992
SMCR8_587,Wet,2005
SMCR8_587,Dry,2004
SMCR8_587,Dry,2002
SMCR8_587,Average,2006
SMCR8_587,Average,2001
909SSWR03,Dry,2004
909SSWR03,Dry,2013
909SSWR03,Wet,2008
909SSWR03,Wet,2011
909SSWR03,Average,2009
909SSWR03,Average,2006
909WE0662,Dry,2002
909WE0662,Dry,2007
909WE0662,Wet,2008
909WE0662,Wet,2005
909WE0662,Average,2009
909WE0662,Average,2006
SMC00282,Dry,2013
SMC00282,Dry,2007
SMC00282,Wet,2008
SMC00282,Wet,2005
SMC00282,Average,2012
SMC00282,Average,2009
SMC05146,Dry,2007
SMC05146,Dry,2002
SMC05146,Wet,2003
SMC05146,Wet,2011
SMC05146,Average,2006
SMC05146,Average,2012
SMC06298,Dry,2013
SMC06298,Dry,2001
SMC06298,Wet,2006
SMC06298,Wet,2003
SMC06298,Average,2008
SMC06298,Average,2009
SMC06794,Dry,2004
SMC06794,Dry,2007
SMC06794,Wet,2010
SMC06794,Wet,2005
SMC06794,Average,2012
SMC06794,Average,2006
SMCR8_334,Wet,2006
SMCR8_334,Wet,2010
SMCR8_334,Dry,2007
SMCR8_334,Dry,2008
SMCR8_686,Wet,2006
SMCR8_686,Wet,2011
SMC02302,Wet,2001
SMC02302,Wet,2009
SMC02302,Dry,2013
SMC02302,Dry,2007
SMC02302,Average,2004
SMC02302,Average,2006
404CE0316,Wet,2005
404CE0316,Wet,1998
404CE0316,Average,2008
404CE0316,Average,2000
404CE0316,Dry,1999
404CE0316,Dry,2012
SMC03011,Wet,2005
SMC03011,Wet,1995
SMC03011,Average,1996
SMC03011,Average,2011
SMC03011,Dry,2002
SMC03011,Dry,2007
901PS0057,Wet,1998
901PS0057,Wet,1995
901PS0057,Average,2006
901PS0057,Average,1996
901PS0057,Dry,2000
901PS0057,Dry,2002
SMC01934,Average,2006
SMC01934,Average,1996
SMC01934,Wet,1997
SMC01934,Wet,2003
SMC01934,Dry,2007
SMC01934,Dry,2002
404S16516,Wet,1998
404S16516,Wet,2011
404S16516,Average,1996
404S16516,Average,1997
404S16516,Dry,2002
404S16516,Dry,2007
404S28270,Wet,2001
404S28270,Wet,1998
404S28270,Dry,2007
404S28270,Dry,1996
404S28270,Average,2006
404S28270,Average,1997
404S34120,Dry,2007
404S34120,Dry,1996
404S34120,Average,1997
404S34120,Average,2000
404S34120,Wet,1998
404S34120,Wet,2006
901ATCDOS,Wet,1997
901ATCDOS,Wet,1995
901ATCDOS,Average,1996
901ATCDOS,Average,2006
901ATCDOS,Dry,2007
901ATCDOS,Dry,1999
901S00997,Dry,2002
901S00997,Dry,2007
901S00997,Wet,2011
901S00997,Wet,2003
901S00997,Average,2006
901S00997,Average,2004
901S01811,Wet,1993
901S01811,Wet,1997
901S01811,Dry,1996
901S01811,Dry,2002
901S01811,Average,2006
901S01811,Average,1999
901S02702,Wet,1995
901S02702,Wet,1999
901S02702,Dry,2007
901S02702,Dry,2002
901S06798,Wet,1999
901S06798,Wet,1995
901S06798,Dry,2002
901S06798,Dry,2007
901S06851,Wet,1998
901S06851,Wet,1997
901S06851,Average,1996
901S06851,Average,2006
901S06851,Dry,1999
901S06851,Dry,2002
904S02201,Dry,2002
904S02201,Dry,2000
904S02201,Wet,2001
904S02201,Wet,2003
LALT501,Wet,2001
LALT501,Wet,2011
LALT501,Average,2006
LALT501,Average,1996
LALT501,Dry,2002
LALT501,Dry,2013
SMC00206,Wet,1997
SMC00206,Wet,1998
SMC00206,Average,2001
SMC00206,Average,2003
SMC00206,Dry,1999
SMC00206,Dry,2007
SMC00288,Average,2001
SMC00288,Average,1996
SMC00288,Dry,1997
SMC00288,Dry,2007
SMC00288,Wet,2005
SMC00288,Wet,1998
SMC00382,Wet,2006
SMC00382,Wet,1998
SMC00382,Average,2000
SMC00382,Average,2004
SMC00382,Dry,1997
SMC00382,Dry,2012
SMC00479,Average,2012
SMC00479,Average,2000
SMC00479,Wet,2010
SMC00479,Wet,1995
SMC00479,Dry,1999
SMC00479,Dry,1996
SMC00608,Wet,1996
SMC00608,Wet,2011
SMC00608,Average,2012
SMC00608,Average,2004
SMC00608,Dry,2009
SMC00608,Dry,2013
SMC00632,Average,1991
SMC00632,Average,2006
SMC00632,Wet,1993
SMC00632,Wet,1995
SMC00632,Dry,2009
SMC00632,Dry,2007
SMC00684,Wet,2011
SMC00684,Wet,2006
SMC00684,Average,2001
SMC00684,Average,2004
SMC00684,Dry,1999
SMC00684,Dry,1997
SMC00710,Dry,2007
SMC00710,Dry,2002
SMC00710,Wet,2003
SMC00710,Wet,2005
SMC00710,Average,2013
SMC00710,Average,2006
SMC00748,Wet,2005
SMC00748,Wet,2008
SMC00748,Average,1996
SMC00748,Average,2009
SMC00748,Dry,2007
SMC00748,Dry,2002
SMC00873,Wet,1995
SMC00873,Wet,1998
SMC00873,Average,1996
SMC00873,Average,2001
SMC00873,Dry,2000
SMC00873,Dry,2006
SMC00958,Dry,2007
SMC00958,Dry,2006
SMC00958,Average,2009
SMC00958,Average,1997
SMC00958,Wet,2010
SMC00958,Wet,2003
SMC00963,Wet,1991
SMC00963,Wet,1993
SMC00963,Average,2003
SMC00963,Average,1996
SMC00963,Dry,2007
SMC00963,Dry,1999
SMC01158,Wet,2001
SMC01158,Wet,2005
SMC01158,Dry,2007
SMC01158,Dry,2002
SMC01158,Average,2006
SMC01158,Average,2013
SMC01208,Average,1997
SMC01208,Average,1991
SMC01208,Wet,2011
SMC01208,Wet,2005
SMC01208,Dry,2009
SMC01208,Dry,1999
SMC01257,Wet,1997
SMC01257,Wet,1993
SMC01257,Average,2001
SMC01257,Average,1996
SMC01257,Dry,2006
SMC01257,Dry,1999
SMC01358,Wet,2005
SMC01358,Wet,1998
SMC01358,Average,1997
SMC01358,Average,1996
SMC01358,Dry,2006
SMC01358,Dry,2009
SMC01383,Wet,1995
SMC01383,Wet,1998
SMC01383,Dry,1999
SMC01383,Dry,1996
SMC01452,Wet,1998
SMC01452,Wet,2005
SMC01452,Average,2004
SMC01452,Average,2006
SMC01452,Dry,1997
SMC01452,Dry,1999
SMC01454,Wet,1998
SMC01454,Wet,2011
SMC01454,Average,1996
SMC01454,Average,2004
SMC01454,Dry,2013
SMC01454,Dry,2012
SMC01656,Average,2006
SMC01656,Average,2008
SMC01656,Wet,2010
SMC01656,Wet,1998
SMC01656,Dry,2012
SMC01656,Dry,1996
SMC01662,Wet,2005
SMC01662,Wet,2001
SMC01662,Average,2009
SMC01662,Average,2006
SMC01662,Dry,2004
SMC01662,Dry,2007
SMC01772,Wet,1998
SMC01772,Wet,2005
SMC01772,Average,2004
SMC01772,Average,1996
SMC01772,Dry,2007
SMC01772,Dry,1999
SMC01912,Average,1996
SMC01912,Average,2008
SMC01912,Wet,2005
SMC01912,Wet,2010
SMC01912,Dry,1997
SMC01912,Dry,1994
SMC01960,Wet,1998
SMC01960,Wet,1995
SMC01960,Average,2010
SMC01960,Average,1996
SMC01960,Dry,1999
SMC01960,Dry,2006
SMC01987,Wet,1998
SMC01987,Wet,1995
SMC01987,Dry,1996
SMC01987,Dry,2002
SMC01987,Average,2006
SMC01987,Average,1997
SMC02028,Dry,1999
SMC02028,Dry,2007
SMC02028,Average,2012
SMC02028,Average,2004
SMC02028,Wet,2003
SMC02028,Wet,2005
SMC02206,Average,2006
SMC02206,Average,1996
SMC02206,Wet,1998
SMC02206,Wet,1997
SMC02206,Dry,2013
SMC02206,Dry,2012
SMC02270,Average,1992
SMC02270,Average,1997
SMC02270,Wet,1993
SMC02270,Wet,1995
SMC02270,Dry,1996
SMC02270,Dry,2000
SMC02563,Wet,2011
SMC02563,Wet,1995
SMC02563,Average,1996
SMC02563,Average,2006
SMC02563,Dry,1999
SMC02563,Dry,2007
SMC03523,Wet,1998
SMC03523,Wet,1997
SMC03523,Average,2001
SMC03523,Average,2003
SMC03523,Dry,2000
SMC03523,Dry,2002
SMC03929,Average,1992
SMC03929,Average,1997
SMC03929,Wet,2001
SMC03929,Wet,1993
SMC03929,Dry,2002
SMC03929,Dry,2000
SMC04008,Wet,2010
SMC04008,Wet,1992
SMC04008,Average,1996
SMC04008,Average,1997
SMC04008,Dry,2007
SMC04008,Dry,2006
SMC04264,Wet,2011
SMC04264,Wet,2010
SMC04264,Dry,2002
SMC04264,Dry,2007
SMC04264,Average,1997
SMC04264,Average,2006
SMC04441,Average,1997
SMC04441,Average,1992
SMC04441,Wet,1993
SMC04441,Wet,2001
SMC04441,Dry,2002
SMC04441,Dry,2000
SMC04806,Wet,2003
SMC04806,Wet,2001
SMC04806,Dry,2004
SMC04806,Dry,2007
SMC04806,Average,2013
SMC04806,Average,2006
SMC05902,Wet,1993
SMC05902,Wet,2005
SMC05902,Average,1999
SMC05902,Average,2003
SMC05902,Dry,2007
SMC05902,Dry,2012
SMC06302,Average,2010
SMC06302,Average,2009
SMC06302,Wet,1998
SMC06302,Wet,2001
SMC06302,Dry,2013
SMC06302,Dry,2007
SMC06740,Dry,2007
SMC06740,Dry,1996
SMC06740,Wet,2001
SMC06740,Wet,1998
SMC06740,Average,2000
SMC06740,Average,2006
SMC10189,Wet,1995
SMC10189,Wet,1994
SMC10189,Average,1996
SMC10189,Average,1997
SMC10189,Dry,2007
SMC10189,Dry,2000
SMC14099,Wet,2005
SMC14099,Wet,2011
SMC14099,Average,1996
SMC14099,Average,2003
SMC14099,Dry,2002
SMC14099,Dry,2007
SMC18116,Dry,2007
SMC18116,Dry,1996
SMC18116,Average,1997
SMC18116,Average,2000
SMC18116,Wet,2001
SMC18116,Wet,1998
SMC21796,Wet,1993
SMC21796,Wet,1997
SMC21796,Average,2000
SMC21796,Average,1996
SMC21796,Dry,2007
SMC21796,Dry,2013
SMCR8_480,Wet,2009
SMCR8_480,Wet,2001
SMCR8_480,Dry,2002
SMCR8_480,Dry,2013
SMCR8_480,Average,2006
SMCR8_480,Average,2004
SMCR8_601,Average,1996
SMCR8_601,Average,1997
SMCR8_601,Dry,2000
SMCR8_601,Dry,1999
SMC01748,Wet,2010
SMC01748,Wet,2001
SMC01748,Average,1997
SMC01748,Average,2000
SMC01748,Dry,2007
SMC01748,Dry,1999
901S39498,Average,1996
901S39498,Average,2006
901S39498,Wet,1997
901S39498,Wet,2003
901S39498,Dry,2002
901S39498,Dry,1999
404S33670,Wet,1992
404S33670,Wet,1998
404S33670,Dry,2002
404S33670,Dry,2007
404S33670,Average,2008
404S33670,Average,1997
801CJW041,Average,2001
801CJW041,Average,2004
801CJW041,Dry,2002
801CJW041,Dry,2007
801CJW041,Wet,2011
801CJW041,Wet,2008
801CTCNHL,Dry,1996
801CTCNHL,Dry,1992
801CTCNHL,Wet,1995
801CTCNHL,Wet,1993
801S01783,Average,1994
801S01783,Average,2010
801S01783,Wet,1995
801S01783,Wet,2003
801S01783,Dry,1997
801S01783,Dry,2002
801S06679,Wet,1992
801S06679,Wet,1995
801S06679,Dry,1994
801S06679,Dry,2001
801S06679,Average,1999
801S06679,Average,2008
801WCCAHS,Average,1994
801WCCAHS,Average,2006
801WCCAHS,Wet,2005
801WCCAHS,Wet,1993
801WCCAHS,Dry,1999
801WCCAHS,Dry,1997
801XXX112,Wet,1998
801XXX112,Wet,2003
801XXX112,Dry,2001
801XXX112,Dry,2002
801XXX112,Average,1996
801XXX112,Average,1999
SMC09698,Wet,1998
SMC09698,Wet,1997
SMC09698,Average,1992
SMC09698,Average,2009
SMC09698,Dry,1999
SMC09698,Dry,2008
SMC13402,Dry,2013
SMC13402,Dry,2002
SMC13402,Wet,2005
SMC13402,Wet,2011
SMC13402,Average,2012
SMC13402,Average,2009
SMC18656,Average,2008
SMC18656,Average,1991
SMC18656,Wet,2003
SMC18656,Wet,1993
SMC18656,Dry,2002
SMC18656,Dry,1996
SMCR8_027,Wet,2001
SMCR8_027,Wet,2005
SMCR8_027,Dry,2007
SMCR8_027,Dry,2012
SMCR8_027,Average,2008
SMCR8_027,Average,2004
SMCR8_079,Dry,2004
SMCR8_079,Dry,2009
SMCR8_079,Wet,2003
SMCR8_079,Wet,1997
SMCR8_079,Average,1994
SMCR8_079,Average,2012
SMCR8_100,Wet,1993
SMCR8_100,Wet,2005
SMCR8_100,Average,2008
SMCR8_100,Average,1996
SMCR8_100,Dry,2001
SMCR8_100,Dry,1997
SMCR8_121,Wet,1995
SMCR8_121,Wet,1993
SMCR8_167,Dry,1996
SMCR8_167,Dry,1991
SMCR8_167,Wet,1992
SMCR8_167,Wet,1993
SMCR8_206,Wet,1991
SMCR8_206,Wet,1995
SMCR8_206,Average,1992
SMCR8_206,Average,1994
SMCR8_206,Dry,2001
SMCR8_206,Dry,2009
SMCR8_226,Average,1994
SMCR8_226,Average,2010
SMCR8_226,Wet,1993
SMCR8_226,Wet,2001
SMCR8_226,Dry,2007
SMCR8_226,Dry,1999
SMCR8_277,Dry,1999
SMCR8_277,Dry,2002
SMCR8_277,Wet,1995
SMCR8_277,Wet,2003
SMCR8_277,Average,2001
SMCR8_277,Average,1994
SMCR8_309,Wet,1991
SMCR8_309,Wet,1995
SMCR8_309,Average,1996
SMCR8_309,Average,2001
SMCR8_309,Dry,2000
SMCR8_309,Dry,1997
SMCR8_327,Average,2001
SMCR8_327,Average,2000
SMCR8_327,Wet,2010
SMCR8_327,Wet,2011
SMCR8_327,Dry,2007
SMCR8_327,Dry,2002
SMCR8_396,Average,2001
SMCR8_396,Average,1991
SMCR8_396,Wet,1993
SMCR8_396,Wet,2003
SMCR8_396,Dry,2000
SMCR8_396,Dry,1999
SMCR8_445,Wet,1991
SMCR8_445,Wet,1998
SMCR8_445,Average,2011
SMCR8_445,Average,1994
SMCR8_445,Dry,2009
SMCR8_445,Dry,2010
SMCR8_478,Wet,1991
SMCR8_478,Wet,1992
SMCR8_478,Average,2011
SMCR8_478,Average,2006
SMCR8_478,Dry,2009
SMCR8_478,Dry,1999
SMCR8_535,Wet,1995
SMCR8_535,Wet,2005
SMCR8_535,Average,2006
SMCR8_535,Average,1996
SMCR8_535,Dry,2000
SMCR8_535,Dry,2002
315MIU,Wet,1998
315MIU,Wet,2011
315MIU,Average,1997
315MIU,Average,2008
315MIU,Dry,2007
315MIU,Dry,2002
405PS0030,Wet,1996
405PS0030,Wet,1998
405PS0030,Dry,1999
405PS0030,Dry,2004
405PS0030,Average,2010
405PS0030,Average,2000
722PS0611,Wet,1995
722PS0611,Wet,1998
722PS0611,Average,2012
722PS0611,Average,2006
722PS0611,Dry,2009
722PS0611,Dry,2000
SGUT503,Wet,1996
SGUT503,Wet,1998
SGUT503,Dry,1999
SGUT503,Dry,2004
SGUT503,Average,2000
SGUT503,Average,2003
SGUT505,Wet,1998
SGUT505,Wet,1995
SGUT505,Average,1996
SGUT505,Average,2004
SGUT505,Dry,2007
SGUT505,Dry,1997
SMC01196,Wet,1995
SMC01196,Wet,2003
SMC01196,Average,1996
SMC01196,Average,2001
SMC01196,Dry,2007
SMC01196,Dry,2008
SMCR8_322,Wet,1992
SMCR8_322,Wet,1998
SMCR8_322,Average,1994
SMCR8_322,Average,1996
SMCR8_322,Dry,2004
SMCR8_322,Dry,2007
SMCR8_419,Wet,1997
SMCR8_419,Wet,1998
SMCR8_419,Average,2009
SMCR8_419,Average,1994
SMCR8_419,Dry,2004
SMCR8_419,Dry,2000
SMCR8_605,Wet,2003
SMCR8_605,Wet,1998
SMCR8_605,Average,1996
SMCR8_605,Average,2006
SMCR8_605,Dry,1999
SMCR8_605,Dry,2001
SMCR8_688,Wet,1995
SMCR8_688,Wet,1998
SMCR8_688,Average,2006
SMCR8_688,Average,2009
SMCR8_688,Dry,2008
SMCR8_688,Dry,2002
SMC02167,Wet,1995
SMC02167,Wet,1993
SMC02167,Dry,1996
SMC02167,Dry,1994
SMC09591,Wet,1993
SMC09591,Wet,1995
SMC09591,Dry,1994
SMC09591,Dry,1996
SMCR8_124,Wet,1995
SMCR8_124,Wet,1993
SMCR8_124,Dry,1996
SMCR8_124,Dry,1994
SMCR8_184,Wet,1993
SMCR8_184,Wet,1998
SMCR8_184,Average,2000
SMCR8_184,Average,2011
SMCR8_184,Dry,1999
SMCR8_184,Dry,2010
SMCR8_436,Wet,1998
SMCR8_436,Wet,1995
SMCR8_436,Average,1996
SMCR8_436,Average,2006
SMCR8_436,Dry,2002
SMCR8_436,Dry,2009
801PLC469,Wet,1993
801PLC469,Wet,1995
801PLC469,Dry,1996
801PLC469,Dry,1994
801PNCEHL,Wet,1993
801PNCEHL,Wet,1995
801PNCEHL,Dry,1996
801PNCEHL,Dry,1994
801S04471,Wet,1995
801S04471,Wet,1993
801S04471,Dry,1996
801S04471,Dry,1994
801WE0806,Wet,1991
801WE0806,Wet,1993
801WE0806,Dry,1994
801WE0806,Dry,1996
801WE0895,Wet,1991
801WE0895,Wet,2005
801WE0895,Average,1996
801WE0895,Average,1994
801WE0895,Dry,2001
801WE0895,Dry,2004
314SYL,Average,1996
314SYL,Average,1991
314SYL,Wet,1995
314SYL,Wet,1999
314SYL,Dry,2002
314SYL,Dry,1994
902WE0888,Wet,1995
902WE0888,Wet,1992
902WE0888,Average,2004
902WE0888,Average,2001
902WE0888,Dry,2007
902WE0888,Dry,1996
SMC03401,Average,2001
SMC03401,Average,2004
SMC03401,Wet,2005
SMC03401,Wet,2003
SMC03401,Dry,2006
SMC03401,Dry,1999
SMC11593,Wet,1993
SMC11593,Wet,2003
SMC11593,Average,1994
SMC11593,Average,2001
SMC11593,Dry,2007
SMC11593,Dry,2004
801WE1043,Dry,2008
801WE1043,Dry,2002
801WE1043,Wet,1995
801WE1043,Wet,1992
801WE1043,Average,1997
801WE1043,Average,2001
SMCR8_114,Dry,1996
SMCR8_114,Dry,1991
SMCR8_114,Wet,1995
SMCR8_114,Wet,1993
403S00640,Wet,1993
403S00640,Wet,2010
403S00640,Dry,1997
403S00640,Dry,2002
403S00640,Average,2003
403S00640,Average,2001
412WE0896,Dry,2002
412WE0896,Dry,1999
412WE0896,Average,2006
412WE0896,Average,2000
412WE0896,Wet,2010
412WE0896,Wet,2011
801CE0152,Dry,2007
801CE0152,Dry,2004
801CE0152,Wet,2010
801CE0152,Wet,2005
801CE0152,Average,2008
801CE0152,Average,2009
801CYC114,Dry,1992
801CYC114,Dry,1996
801CYC114,Wet,1995
801CYC114,Wet,1993
801CYC398,Dry,1996
801CYC398,Dry,1992
801CYC398,Wet,1993
801CYC398,Wet,1995
801WE0550,Wet,1997
801WE0550,Wet,1992
801WE0550,Average,1994
801WE0550,Average,1996
801WE0550,Dry,2002
801WE0550,Dry,2010
801WE1013,Wet,1995
801WE1013,Wet,1993
801WE1013,Average,2001
801WE1013,Average,1994
801WE1013,Dry,2002
801WE1013,Dry,2000
801WE1127,Average,1991
801WE1127,Average,2010
801WE1127,Wet,2003
801WE1127,Wet,2005
801WE1127,Dry,2002
801WE1127,Dry,1994
802WE0539,Wet,1997
802WE0539,Wet,1995
802WE0539,Average,2009
802WE0539,Average,1992
802WE0539,Dry,2000
802WE0539,Dry,2002
802WE0658,Wet,1997
802WE0658,Wet,1993
802WE0658,Average,2006
802WE0658,Average,1992
802WE0658,Dry,1994
802WE0658,Dry,2004
911S00538,Dry,2007
911S00538,Dry,2009
911S00538,Wet,2011
911S00538,Wet,2008
911S00538,Average,2012
911S00538,Average,2004
911S01142,Dry,2007
911S01142,Dry,2002
911S01142,Wet,2003
911S01142,Wet,2008
911S01142,Average,2012
911S01142,Average,2004
911S02058,Dry,2007
911S02058,Dry,2002
911S02058,Wet,2005
911S02058,Wet,2003
911S02058,Average,2010
911S02058,Average,2004
911S04086,Wet,1993
911S04086,Wet,1991
911S04086,Average,2003
911S04086,Average,1992
911S04086,Dry,2000
911S04086,Dry,1996
911S12262,Dry,2002
911S12262,Dry,2007
911S12262,Wet,2004
911S12262,Wet,2003
SMC00520,Wet,2010
SMC00520,Wet,1998
SMC00520,Dry,2007
SMC00520,Dry,1999
SMC00520,Average,2000
SMC00520,Average,2001
SMC01040,Wet,2005
SMC01040,Wet,1998
SMC01040,Average,2001
SMC01040,Average,1996
SMC01040,Dry,2004
SMC01040,Dry,2002
SMC01096,Wet,2003
SMC01096,Wet,1998
SMC01096,Dry,2007
SMC01096,Dry,2004
SMC01096,Average,2006
SMC01096,Average,2000
SMC01320,Dry,2007
SMC01320,Dry,1996
SMC01320,Average,2004
SMC01320,Average,2000
SMC01320,Wet,2003
SMC01320,Wet,2001
SMC01544,Dry,1999
SMC01544,Dry,2012
SMC01544,Average,2004
SMC01544,Average,1997
SMC01544,Wet,1998
SMC01544,Wet,2010
SMC03216,Wet,1998
SMC03216,Wet,1995
SMC03216,Dry,2004
SMC03216,Dry,1999
SMC03216,Average,2003
SMC03216,Average,2000
SMC03280,Wet,1995
SMC03280,Wet,2010
SMC03280,Dry,2004
SMC03280,Dry,1999
SMC03280,Average,2000
SMC03280,Average,2005
SMC05402,Dry,2004
SMC05402,Dry,2002
SMC05402,Wet,2010
SMC05402,Wet,2005
SMC05402,Average,2012
SMC05402,Average,2006
SMC06216,Average,1991
SMC06216,Average,2001
SMC06216,Wet,2011
SMC06216,Wet,1992
SMC06216,Dry,2009
SMC06216,Dry,2004
SMCR8_007,Wet,1993
SMCR8_007,Wet,1997
SMCR8_007,Dry,2003
SMCR8_007,Dry,2001
SMCR8_007,Average,1996
SMCR8_007,Average,1995
SMCR8_070,Wet,1993
SMCR8_070,Wet,1997
SMCR8_070,Average,2006
SMCR8_070,Average,1996
SMCR8_070,Dry,2004
SMCR8_070,Dry,1999
SMCR8_107,Wet,1997
SMCR8_107,Wet,1995
SMCR8_107,Dry,2007
SMCR8_107,Dry,2002
SMCR8_107,Average,2001
SMCR8_107,Average,2008
SMCR8_160,Wet,1997
SMCR8_160,Wet,1993
SMCR8_160,Dry,1994
SMCR8_160,Dry,2002
SMCR8_160,Average,2008
SMCR8_160,Average,2009
SMCR8_218,Wet,2005
SMCR8_218,Wet,1997
SMCR8_218,Average,1992
SMCR8_218,Average,2009
SMCR8_218,Dry,2004
SMCR8_218,Dry,1994
SMCR8_267,Wet,1993
SMCR8_267,Wet,1998
SMCR8_267,Average,2003
SMCR8_267,Average,2009
SMCR8_267,Dry,1996
SMCR8_267,Dry,2002
SMCR8_274,Dry,2002
SMCR8_274,Dry,1991
SMCR8_274,Wet,2005
SMCR8_274,Wet,1992
SMCR8_274,Average,1996
SMCR8_274,Average,2009
SMCR8_370,Wet,1991
SMCR8_370,Wet,1995
SMCR8_370,Average,2003
SMCR8_370,Average,1994
SMCR8_370,Dry,2006
SMCR8_370,Dry,2011
SMCR8_398,Dry,1992
SMCR8_398,Dry,1996
SMCR8_398,Wet,1993
SMCR8_398,Wet,1995
SMCR8_405,Wet,1993
SMCR8_405,Wet,1995
SMCR8_405,Average,1992
SMCR8_405,Average,2006
SMCR8_405,Dry,2001
SMCR8_405,Dry,2008
SMCR8_407,Wet,2011
SMCR8_407,Wet,2010
SMCR8_407,Dry,2007
SMCR8_407,Dry,2008
SMCR8_446,Dry,2004
SMCR8_446,Dry,2007
SMCR8_446,Wet,2006
SMCR8_446,Wet,2005
SMCR8_446,Average,2009
SMCR8_446,Average,2008
SMCR8_448,Wet,1993
SMCR8_448,Wet,1995
SMCR8_448,Average,2011
SMCR8_448,Average,1996
SMCR8_448,Dry,2002
SMCR8_448,Dry,2004
404BA1166,Wet,1993
404BA1166,Wet,1995
404BA1166,Dry,1997
404BA1166,Dry,1996
901S06030,Dry,2007
901S06030,Dry,2002
901S06030,Wet,2006
901S06030,Wet,2005
901S11685,Dry,2007
901S11685,Dry,2002
901S11685,Wet,2005
901S11685,Wet,2003
901S45253,Dry,2002
901S45253,Dry,2007
901S45253,Wet,2005
901S45253,Wet,2006
SMC21069,Wet,2005
SMC21069,Wet,2003
404S05992,Dry,2000
404S05992,Dry,1996
404S05992,Average,2008
404S05992,Average,1997
404S05992,Wet,2010
404S05992,Wet,2001
404S13160,Dry,1996
404S13160,Dry,2000
404S13160,Average,1997
404S13160,Average,2008
404S13160,Wet,1998
404S13160,Wet,2010
404S18666,Dry,2000
404S18666,Dry,2002
404S18666,Average,2008
404S18666,Average,1997
404S18666,Wet,1998
404S18666,Wet,2001
404S26670,Dry,1996
404S26670,Dry,2000
404S26670,Average,2008
404S26670,Average,1997
404S26670,Wet,2010
404S26670,Wet,1998
404S31468,Dry,2000
404S31468,Dry,1996
404S31468,Average,1997
404S31468,Average,2008
404S31468,Wet,2010
404S31468,Wet,2011
412CE0232,Average,2008
412CE0232,Average,2000
412CE0232,Wet,1993
412CE0232,Wet,1992
412CE0232,Dry,2002
412CE0232,Dry,2007
412LAR031,Average,1991
412LAR031,Average,2006
412LAR031,Wet,2008
412LAR031,Wet,1995
412LAR031,Dry,2007
412LAR031,Dry,1997
801RB8262,Wet,1995
801RB8262,Wet,1992
801RB8262,Dry,2013
801RB8262,Dry,2000
801RB8262,Average,2004
801RB8262,Average,2001
801RB8566,Average,1996
801RB8566,Average,2000
801RB8566,Wet,1998
801RB8566,Wet,2010
801RB8566,Dry,1999
801RB8566,Dry,2004
801S00766,Wet,2005
801S00766,Wet,1995
801S00766,Average,2006
801S00766,Average,2003
801S00766,Dry,1999
801S00766,Dry,2007
801S07485,Wet,1995
801S07485,Wet,2011
801S07485,Average,2006
801S07485,Average,2009
801S07485,Dry,2012
801S07485,Dry,2000
901S12942,Wet,1995
901S12942,Wet,2003
901S12942,Dry,2002
901S12942,Dry,1996
901S12942,Average,1999
901S12942,Average,2006
901SJSJC9,Wet,2003
901SJSJC9,Wet,1997
901SJSJC9,Dry,1996
