site,summary.statistic,n_year,flow_metric,current_value,reference_value,deltaH,notes,site.year
312PS0099,min,2,DS_Dur_WS,238,238,0,"Wet, 1992",312PS0099_1992
312PS0099,median,2,DS_Dur_WS,238,238,0,"Wet, 1992",312PS0099_1992
312PS0099,max,2,DS_Dur_WS,251,251,0,"Moderate, 2010",312PS0099_2010
312PS0099,mean,2,DS_Dur_WS,NA,NA,0,NA,NA
312PS0099,min,2,DS_Mag_50,1.846229167,1.846458334,0,"Wet, 1992",312PS0099_1992
312PS0099,median,2,DS_Mag_50,1.846229167,1.846458334,0,"Wet, 1992",312PS0099_1992
312PS0099,max,2,DS_Mag_50,2.3745,2.374833,0,"Moderate, 2010",312PS0099_2010
312PS0099,mean,2,DS_Mag_50,NA,NA,0,NA,NA
312PS0099,min,2,DS_Mag_90,2.555275,2.555625,0,"Wet, 1992",312PS0099_1992
312PS0099,median,2,DS_Mag_90,2.555275,2.555625,0,"Wet, 1992",312PS0099_1992
312PS0099,max,2,DS_Mag_90,3.34575,3.346167,0,"Moderate, 2010",312PS0099_2010
312PS0099,mean,2,DS_Mag_90,NA,NA,0,NA,NA
312PS0099,min,4,DS_Tim,182,182,0,"Moderate, 2010",312PS0099_2010
312PS0099,median,4,DS_Tim,186,186,0,"Moderate, 2000",312PS0099_2000
312PS0099,max,4,DS_Tim,215,215,0,"Wet, 1992",312PS0099_1992
312PS0099,mean,4,DS_Tim,NA,NA,0,NA,NA
312PS0099,min,4,Peak_Dur_2,2,2,0,"Wet, 1992",312PS0099_1992
312PS0099,median,4,Peak_Dur_2,21,21,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,4,Peak_Dur_2,53,53,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,Peak_Dur_2,NA,NA,0,NA,NA
312PS0099,min,4,Peak_Fre_2,1,1,0,"Wet, 1992",312PS0099_1992
312PS0099,median,4,Peak_Fre_2,1,1,0,"Moderate, 2000",312PS0099_2000
312PS0099,max,4,Peak_Fre_2,3,3,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,Peak_Fre_2,NA,NA,0,NA,NA
312PS0099,min,4,Peak_Tim_2,99,99,0,"Wet, 1992",312PS0099_1992
312PS0099,median,4,Peak_Tim_2,138.5,138.5,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,4,Peak_Tim_2,148,148,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,Peak_Tim_2,NA,NA,0,NA,NA
312PS0099,min,4,SP_Dur,22,22,0,"Moderate, 2000",312PS0099_2000
312PS0099,median,4,SP_Dur,22,22,0,"Wet, 2011",312PS0099_2011
312PS0099,max,4,SP_Dur,111,111,0,"Wet, 1992",312PS0099_1992
312PS0099,mean,4,SP_Dur,NA,NA,0,NA,NA
312PS0099,min,4,SP_Mag,117.831875,117.8457,-0.01,"Moderate, 2010",312PS0099_2010
312PS0099,median,4,SP_Mag,NA,NA,-0.005,NA,NA
312PS0099,max,4,SP_Mag,247.478875,247.4329,0.05,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,SP_Mag,NA,NA,0.0075,NA,NA
312PS0099,min,4,SP_ROC,0.003436767,0.003432438,0,"Wet, 1992",312PS0099_1992
312PS0099,median,4,SP_ROC,0.072796012,0.072783917,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,4,SP_ROC,0.079711892,0.079711691,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,SP_ROC,NA,NA,0,NA,NA
312PS0099,min,4,SP_Tim,104,104,0,"Wet, 1992",312PS0099_1992
312PS0099,median,4,SP_Tim,155,155,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,4,SP_Tim,179,179,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,4,SP_Tim,NA,NA,0,NA,NA
312PS0099,min,3,Wet_BFL_Dur,33,33,0,"Moderate, 2000",312PS0099_2000
312PS0099,median,3,Wet_BFL_Dur,40,40,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,3,Wet_BFL_Dur,112,112,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,3,Wet_BFL_Dur,NA,NA,0,NA,NA
312PS0099,min,3,Wet_BFL_Mag_10,0.366745834,0.36679164,0,"Moderate, 2010",312PS0099_2010
312PS0099,median,3,Wet_BFL_Mag_10,2.861925,2.8285834,0.03,"Moderate, 2000",312PS0099_2000
312PS0099,max,3,Wet_BFL_Mag_10,1.587791667,1.5369872,0.05,"Wet, 2011",312PS0099_2011
312PS0099,mean,3,Wet_BFL_Mag_10,NA,NA,0.026666667,NA,NA
312PS0099,min,3,Wet_BFL_Mag_50,6.906583333,6.9074375,0,"Moderate, 2010",312PS0099_2010
312PS0099,median,3,Wet_BFL_Mag_50,8.2835,8.2844375,0,"Wet, 2011",312PS0099_2011
312PS0099,max,3,Wet_BFL_Mag_50,34.00254167,34.00654,0,"Moderate, 2000",312PS0099_2000
312PS0099,mean,3,Wet_BFL_Mag_50,NA,NA,0,NA,NA
312PS0099,min,3,Wet_Tim,67,67,0,"Wet, 2011",312PS0099_2011
312PS0099,median,3,Wet_Tim,115,115,0,"Moderate, 2010",312PS0099_2010
312PS0099,max,3,Wet_Tim,131,131,0,"Moderate, 2000",312PS0099_2000
312PS0099,mean,3,Wet_Tim,NA,NA,0,NA,NA
312PS0099,min,1,Peak_Dur_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,median,1,Peak_Dur_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,max,1,Peak_Dur_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,1,Peak_Dur_5,NA,NA,0,NA,NA
312PS0099,min,1,Peak_Fre_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,median,1,Peak_Fre_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,max,1,Peak_Fre_5,1,1,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,1,Peak_Fre_5,NA,NA,0,NA,NA
312PS0099,min,1,Peak_Tim_5,171,171,0,"Wet, 2011",312PS0099_2011
312PS0099,median,1,Peak_Tim_5,171,171,0,"Wet, 2011",312PS0099_2011
312PS0099,max,1,Peak_Tim_5,171,171,0,"Wet, 2011",312PS0099_2011
312PS0099,mean,1,Peak_Tim_5,NA,NA,0,NA,NA
312PS0099,NA,23,Peak_10,534.4000083,534.201325,0.2,NA,312PS0099_NA
312PS0099,NA,23,Peak_2,15.96520833,15.96708333,0,NA,312PS0099_NA
312PS0099,NA,23,Peak_5,342.7543083,342.66304,0.09,NA,312PS0099_NA
312WE1028,min,1,DS_Tim,291,291,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,DS_Tim,291,291,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,DS_Tim,291,291,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,DS_Tim,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Dur_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Dur_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Dur_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Dur_10,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Dur_2,266,266,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Dur_2,266,266,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Dur_2,266,266,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Dur_2,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Dur_5,10,10,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Dur_5,10,10,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Dur_5,10,10,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Dur_5,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Fre_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Fre_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Fre_10,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Fre_10,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Fre_2,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Fre_2,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Fre_2,1,1,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Fre_2,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Fre_5,2,2,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Fre_5,2,2,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Fre_5,2,2,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Fre_5,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Tim_10,101,101,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Tim_10,101,101,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Tim_10,101,101,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Tim_10,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Tim_2,99,99,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Tim_2,99,99,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Tim_2,99,99,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Tim_2,NA,NA,0,NA,NA
312WE1028,min,1,Peak_Tim_5,121.5,121.5,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Peak_Tim_5,121.5,121.5,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Peak_Tim_5,121.5,121.5,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Peak_Tim_5,NA,NA,0,NA,NA
312WE1028,min,1,SP_Dur,140,140,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,SP_Dur,140,140,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,SP_Dur,140,140,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,SP_Dur,NA,NA,0,NA,NA
312WE1028,min,1,SP_Mag,133.959625,133.9797,-0.02,"Wet, 2005",312WE1028_2005
312WE1028,median,1,SP_Mag,133.959625,133.9797,-0.02,"Wet, 2005",312WE1028_2005
312WE1028,max,1,SP_Mag,133.959625,133.9797,-0.02,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,SP_Mag,NA,NA,-0.02,NA,NA
312WE1028,min,1,SP_ROC,0.003439022,0.003444774,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,SP_ROC,0.003439022,0.003444774,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,SP_ROC,0.003439022,0.003444774,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,SP_ROC,NA,NA,0,NA,NA
312WE1028,min,1,SP_Tim,151,151,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,SP_Tim,151,151,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,SP_Tim,151,151,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,SP_Tim,NA,NA,0,NA,NA
312WE1028,min,1,Wet_BFL_Dur,70,70,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Wet_BFL_Dur,70,70,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Wet_BFL_Dur,70,70,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Wet_BFL_Dur,NA,NA,0,NA,NA
312WE1028,min,1,Wet_BFL_Mag_10,0.003,0.003,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Wet_BFL_Mag_10,0.003,0.003,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Wet_BFL_Mag_10,0.003,0.003,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Wet_BFL_Mag_10,NA,NA,0,NA,NA
312WE1028,min,1,Wet_BFL_Mag_50,7.615354167,7.6164375,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Wet_BFL_Mag_50,7.615354167,7.6164375,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Wet_BFL_Mag_50,7.615354167,7.6164375,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Wet_BFL_Mag_50,NA,NA,0,NA,NA
312WE1028,min,1,Wet_Tim,81,81,0,"Wet, 2005",312WE1028_2005
312WE1028,median,1,Wet_Tim,81,81,0,"Wet, 2005",312WE1028_2005
312WE1028,max,1,Wet_Tim,81,81,0,"Wet, 2005",312WE1028_2005
312WE1028,mean,1,Wet_Tim,NA,NA,0,NA,NA
312WE1028,NA,23,Peak_10,344.2416084,344.1425667,0.1,NA,312WE1028_NA
312WE1028,NA,23,Peak_2,2.394125,2.3945,0,NA,312WE1028_NA
312WE1028,NA,23,Peak_5,139.1658,139.0854583,0.08,NA,312WE1028_NA
312WE1035,min,2,DS_Tim,191,191,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,DS_Tim,191,191,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,DS_Tim,264,264,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,DS_Tim,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Dur_10,8,8,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Dur_10,8,8,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Dur_10,8,8,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Dur_10,NA,NA,0,NA,NA
312WE1035,min,2,Peak_Dur_2,10,10,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,Peak_Dur_2,10,10,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,Peak_Dur_2,256,256,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,Peak_Dur_2,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Dur_5,11,11,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Dur_5,11,11,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Dur_5,11,11,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Dur_5,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Fre_10,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Fre_10,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Fre_10,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Fre_10,NA,NA,0,NA,NA
312WE1035,min,2,Peak_Fre_2,1,1,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,Peak_Fre_2,1,1,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,Peak_Fre_2,2,2,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,Peak_Fre_2,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Fre_5,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Fre_5,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Fre_5,1,1,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Fre_5,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Tim_10,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Tim_10,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Tim_10,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Tim_10,NA,NA,0,NA,NA
312WE1035,min,2,Peak_Tim_2,118,118,0,"Wet, 1993",312WE1035_1993
312WE1035,median,2,Peak_Tim_2,118,118,0,"Wet, 1993",312WE1035_1993
312WE1035,max,2,Peak_Tim_2,156,156,0,"Wet, 2001",312WE1035_2001
312WE1035,mean,2,Peak_Tim_2,NA,NA,0,NA,NA
312WE1035,min,1,Peak_Tim_5,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,median,1,Peak_Tim_5,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,max,1,Peak_Tim_5,234,234,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,1,Peak_Tim_5,NA,NA,0,NA,NA
312WE1035,min,2,SP_Dur,23,23,0,"Wet, 1993",312WE1035_1993
312WE1035,median,2,SP_Dur,23,23,0,"Wet, 1993",312WE1035_1993
312WE1035,max,2,SP_Dur,27,27,0,"Wet, 2001",312WE1035_2001
312WE1035,mean,2,SP_Dur,NA,NA,0,NA,NA
312WE1035,min,2,SP_Mag,7.892791667,7.894542,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,SP_Mag,NA,NA,0.005,NA,NA
312WE1035,max,2,SP_Mag,322.212625,322.2062083,0.01,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,SP_Mag,NA,NA,0.005,NA,NA
312WE1035,min,2,SP_ROC,0.051570666,0.051635064,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,SP_ROC,0.051570666,0.051635064,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,SP_ROC,0.104106539,0.104112255,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,SP_ROC,NA,NA,0,NA,NA
312WE1035,min,2,SP_Tim,164,164,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,SP_Tim,164,164,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,SP_Tim,241,241,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,SP_Tim,NA,NA,0,NA,NA
312WE1035,min,2,Wet_BFL_Dur,28,33,-5,"Wet, 2001",312WE1035_2001
312WE1035,median,2,Wet_BFL_Dur,NA,NA,-2.5,NA,NA
312WE1035,max,2,Wet_BFL_Dur,28,28,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,Wet_BFL_Dur,NA,NA,-2.5,NA,NA
312WE1035,min,2,Wet_BFL_Mag_10,0.1488,0.14808334,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,Wet_BFL_Mag_10,0.1488,0.14808334,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,Wet_BFL_Mag_10,3.7224875,3.723320833,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,Wet_BFL_Mag_10,NA,NA,0,NA,NA
312WE1035,min,2,Wet_BFL_Mag_50,0.158875,0.154875,0,"Wet, 2001",312WE1035_2001
312WE1035,median,2,Wet_BFL_Mag_50,0.158875,0.154875,0,"Wet, 2001",312WE1035_2001
312WE1035,max,2,Wet_BFL_Mag_50,3.874104167,3.875,0,"Wet, 1993",312WE1035_1993
312WE1035,mean,2,Wet_BFL_Mag_50,NA,NA,0,NA,NA
312WE1035,min,2,Wet_Tim,213,213,0,"Wet, 1993",312WE1035_1993
312WE1035,median,2,Wet_Tim,NA,NA,2.5,NA,NA
312WE1035,max,2,Wet_Tim,136,131,5,"Wet, 2001",312WE1035_2001
312WE1035,mean,2,Wet_Tim,NA,NA,2.5,NA,NA
312WE1035,NA,23,Peak_10,125.4717334,125.46905,0,NA,312WE1035_NA
312WE1035,NA,23,Peak_2,2.288833333,2.2895,0,NA,312WE1035_NA
312WE1035,NA,23,Peak_5,57.61330833,57.58316667,0.03,NA,312WE1035_NA
314SYL,min,1,DS_Tim,189,189,0,"Wet, 1995",314SYL_1995
314SYL,median,1,DS_Tim,189,189,0,"Wet, 1995",314SYL_1995
314SYL,max,1,DS_Tim,189,189,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,DS_Tim,NA,NA,0,NA,NA
314SYL,min,1,Peak_Dur_10,4,4,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Dur_10,4,4,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Dur_10,4,4,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Dur_10,NA,NA,0,NA,NA
314SYL,min,1,Peak_Dur_2,185,210,-25,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Dur_2,185,210,-25,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Dur_2,185,210,-25,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Dur_2,NA,NA,-25,NA,NA
314SYL,min,1,Peak_Dur_5,34,210,-176,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Dur_5,34,210,-176,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Dur_5,34,210,-176,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Dur_5,NA,NA,-176,NA,NA
314SYL,min,1,Peak_Fre_10,1,1,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Fre_10,1,1,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Fre_10,1,1,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Fre_10,NA,NA,0,NA,NA
314SYL,min,1,Peak_Fre_2,2,1,1,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Fre_2,2,1,1,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Fre_2,2,1,1,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Fre_2,NA,NA,1,NA,NA
314SYL,min,1,Peak_Fre_5,1,1,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Fre_5,1,1,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Fre_5,1,1,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Fre_5,NA,NA,0,NA,NA
314SYL,min,1,Peak_Tim_10,160,160,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Tim_10,160,160,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Tim_10,160,160,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Tim_10,NA,NA,0,NA,NA
314SYL,min,1,Peak_Tim_2,128.5,155,-26.5,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Tim_2,128.5,155,-26.5,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Tim_2,128.5,155,-26.5,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Tim_2,NA,NA,-26.5,NA,NA
314SYL,min,1,Peak_Tim_5,155,155,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Peak_Tim_5,155,155,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Peak_Tim_5,155,155,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Peak_Tim_5,NA,NA,0,NA,NA
314SYL,min,1,SP_Dur,11,11,0,"Wet, 1995",314SYL_1995
314SYL,median,1,SP_Dur,11,11,0,"Wet, 1995",314SYL_1995
314SYL,max,1,SP_Dur,11,11,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,SP_Dur,NA,NA,0,NA,NA
314SYL,min,1,SP_Mag,1943.225083,1919.02225,24.2,"Wet, 1995",314SYL_1995
314SYL,median,1,SP_Mag,1943.225083,1919.02225,24.2,"Wet, 1995",314SYL_1995
314SYL,max,1,SP_Mag,1943.225083,1919.02225,24.2,"Wet, 1995",314SYL_1995
314SYL,mean,1,SP_Mag,NA,NA,24.2,NA,NA
314SYL,min,1,SP_ROC,0.066843255,0.066843077,0,"Wet, 1995",314SYL_1995
314SYL,median,1,SP_ROC,0.066843255,0.066843077,0,"Wet, 1995",314SYL_1995
314SYL,max,1,SP_ROC,0.066843255,0.066843077,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,SP_ROC,NA,NA,0,NA,NA
314SYL,min,1,SP_Tim,178,178,0,"Wet, 1995",314SYL_1995
314SYL,median,1,SP_Tim,178,178,0,"Wet, 1995",314SYL_1995
314SYL,max,1,SP_Tim,178,178,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,SP_Tim,NA,NA,0,NA,NA
314SYL,min,1,Wet_BFL_Dur,39,39,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Wet_BFL_Dur,39,39,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Wet_BFL_Dur,39,39,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Wet_BFL_Dur,NA,NA,0,NA,NA
314SYL,min,1,Wet_BFL_Mag_10,0.576908333,0.559508334,0.02,"Wet, 1995",314SYL_1995
314SYL,median,1,Wet_BFL_Mag_10,0.576908333,0.559508334,0.02,"Wet, 1995",314SYL_1995
314SYL,max,1,Wet_BFL_Mag_10,0.576908333,0.559508334,0.02,"Wet, 1995",314SYL_1995
314SYL,mean,1,Wet_BFL_Mag_10,NA,NA,0.02,NA,NA
314SYL,min,1,Wet_BFL_Mag_50,304.39225,305.3062083,-0.91,"Wet, 1995",314SYL_1995
314SYL,median,1,Wet_BFL_Mag_50,304.39225,305.3062083,-0.91,"Wet, 1995",314SYL_1995
314SYL,max,1,Wet_BFL_Mag_50,304.39225,305.3062083,-0.91,"Wet, 1995",314SYL_1995
314SYL,mean,1,Wet_BFL_Mag_50,NA,NA,-0.91,NA,NA
314SYL,min,1,Wet_Tim,139,139,0,"Wet, 1995",314SYL_1995
314SYL,median,1,Wet_Tim,139,139,0,"Wet, 1995",314SYL_1995
314SYL,max,1,Wet_Tim,139,139,0,"Wet, 1995",314SYL_1995
314SYL,mean,1,Wet_Tim,NA,NA,0,NA,NA
314SYL,NA,23,Peak_10,2791.527483,2747.652892,43.87,NA,314SYL_NA
314SYL,NA,23,Peak_2,72.31841667,1.609625,70.71,NA,314SYL_NA
314SYL,NA,23,Peak_5,151.0126,59.87265833,91.14,NA,314SYL_NA
314WE0542,min,6,DS_Dur_WS,151,161,-10,"Wet, 1995",314WE0542_1995
314WE0542,median,6,DS_Dur_WS,116,122,-6,"Moderate, 2003",314WE0542_2003
314WE0542,max,6,DS_Dur_WS,97,101,-4,"Wet, 1992",314WE0542_1992
314WE0542,mean,6,DS_Dur_WS,NA,NA,-6.666666667,NA,NA
314WE0542,min,6,DS_Mag_50,0.31,0.31,0,"Moderate, 1997",314WE0542_1997
314WE0542,median,6,DS_Mag_50,0.31,0.3,0.01,"Moderate, 1999",314WE0542_1999
314WE0542,max,6,DS_Mag_50,0.481916667,0.472666667,0.01,"Wet, 1995",314WE0542_1995
314WE0542,mean,6,DS_Mag_50,NA,NA,0.008333333,NA,NA
314WE0542,min,6,DS_Mag_90,0.41,0.4,0.01,"Wet, 1992",314WE0542_1992
314WE0542,median,6,DS_Mag_90,0.51,0.49,0.02,"Moderate, 2003",314WE0542_2003
314WE0542,max,6,DS_Mag_90,2.237666667,2.049125,0.19,"Wet, 1995",314WE0542_1995
314WE0542,mean,6,DS_Mag_90,NA,NA,0.05,NA,NA
314WE0542,min,6,DS_Tim,289,291,-2,"Moderate, 1997",314WE0542_1997
314WE0542,median,6,DS_Tim,289,291,-2,"Moderate, 1999",314WE0542_1999
314WE0542,max,6,DS_Tim,318,314,4,"Wet, 1992",314WE0542_1992
314WE0542,mean,6,DS_Tim,NA,NA,-0.333333333,NA,NA
314WE0542,min,6,Peak_Dur_2,89,89,0,"Moderate, 1997",314WE0542_1997
314WE0542,median,6,Peak_Dur_2,89,89,0,"Moderate, 1999",314WE0542_1999
314WE0542,max,6,Peak_Dur_2,120,116,4,"Wet, 1995",314WE0542_1995
314WE0542,mean,6,Peak_Dur_2,NA,NA,0.666666667,NA,NA
314WE0542,min,2,Peak_Dur_5,5,90,-85,"Wet, 1992",314WE0542_1992
314WE0542,median,2,Peak_Dur_5,NA,NA,-61,NA,NA
314WE0542,max,2,Peak_Dur_5,79,116,-37,"Wet, 1995",314WE0542_1995
314WE0542,mean,2,Peak_Dur_5,NA,NA,-61,NA,NA
314WE0542,min,6,Peak_Fre_2,1,1,0,"Wet, 1992",314WE0542_1992
314WE0542,median,6,Peak_Fre_2,1,1,0,"Moderate, 1997",314WE0542_1997
314WE0542,max,6,Peak_Fre_2,1,1,0,"Dry, 2007",314WE0542_2007
